MBC [IDX];Last Successful Poll;IP;Registration Status Group;CM Score;CM DS Avg Pwr;CM US Avg Pwr;CM DS Avg MER;CM US Avg MER;CM Uncorr Codewords;CM Corr Codewords;Flap Ins;Flap Power Adjustment;Flap Total Num;Flap Miss/Hit Ratio;CM Jitter;CM Latency;Packet Loss Rate;CM UpTime;Status Resets;CM DS Ch Set;CM US Ch Set;Memory Utilization;Processor Utilization;Device Name
D8:D7:75:76:38:FB;08-04-2020 08:48;11.130.2.152;W-Online;100;0.41;41.3;44.88;28.5;0;0.01;5;80;2309;0;1;7;0;9070984;10;24 bonding;OFDM;34;14;CM2
D8:D7:75:75:9B:F1;08-04-2020 08:47;11.116.115.120;W-Online;100;3.71;33.7;45.32;43;0;0.01;1;1;2351;0;0;7;0;384449;0;Mix Bonding;OFDM;37;6;CM2
B0:39:EE:9D:9B:8F;08-04-2020 08:47;11.116.115.2;W-Online;100;-0.51;43.3;44.54;27.2;0;0.01;1;33;103;0;1;6;0;40716;0;32 bonding;OFDM;34;2;CM2
D8:D7:75:76:9F:B7;08-04-2020 08:48;11.130.6.252;W-Online;100;8.28;40.5;46.73;45.1;0;0;3;0;0;0;0;6;0;5917282;0;24 bonding;OFDM;33;16;CM2
B0:39:EE:9D:BB:0D;08-04-2020 08:47;11.130.2.20;W-Online;100;0.48;39;44.62;27.2;0;0.01;1;199;1528;0;0;6;0;820319;0;32 bonding;OFDM;36;9;CM2
D8:D7:75:76:29:79;08-04-2020 08:47;11.116.115.32;W-Online;100;-2.87;40.8;41.58;40.3;0;0.04;0;6;13589;0;11;8;0;469155;0;32 bonding;OFDM;35;11;CM2
B0:39:EE:9D:BB:9F;08-04-2020 08:48;11.116.115.124;W-Online;100;2.52;45.8;45.86;40.3;0;0;1;349;2594;0;2;7;0;165104;0;24 bonding;OFDM;33;43;CM2
D8:D7:75:76:B5:57;08-04-2020 08:48;11.130.8.41;W-Online;100;7.64;39.3;46.59;45.1;0;0;1;0;0;0;2;7;0;4403544;0;24 bonding;OFDM;34;7;CM2
B0:39:EE:9D:B6:1C;08-04-2020 08:47;11.130.7.8;P-Online;95;3.19;51.3;45.5;41.1;0;0.01;1;0;7;0;4;7;0;667639;0;32 bonding;OFDM;36;5;CM2
B0:39:EE:9D:E2:3E;08-04-2020 08:48;11.116.115.224;P-Online;100;5.2;45;46.43;42.1;0;0.01;1;2;87;0;3;7;0;6119279;0;24 bonding;OFDM;34;9;CM2
D8:D7:75:76:E9:F9;08-04-2020 08:48;11.130.7.147;W-Online;100;5.2;44.8;46.02;45.1;0;0;0;0;0;0;1;6;0;17876304;0;24 bonding;OFDM;35;5;CM2
B0:39:EE:9D:E4:60;08-04-2020 08:48;11.130.0.63;W-Online;100;1.59;41.5;45.46;27.7;0;0.01;1;27;244;0;1;6;0;4728361;0;24 bonding;OFDM;33;6;CM2
D8:D7:75:76:EB:38;08-04-2020 08:48;11.130.0.75;W-Online;100;7.53;42;47.82;45.1;0;0;2;6;0;0;1;6;0;5573095;0;24 bonding;OFDM;33;5;CM2
B0:39:EE:9D:E4:9F;08-04-2020 08:48;11.130.1.70;W-Online;100;7.77;41.5;47.01;41.6;0;0;1;2;73;0;1;7;0;3845797;0;24 bonding;OFDM;33;9;CM2
B0:39:EE:9D:DF:12;08-04-2020 08:48;11.116.115.251;W-Online;100;4.39;45;44.97;41.1;0;0;3;0;18;0;1;5;0;153757;0;32 bonding;OFDM;35;13;CM2
B0:39:EE:9D:D4:29;08-04-2020 08:48;11.130.7.139;W-Online;100;4.24;32.5;44.75;36.8;0;0.01;2;18;1339;0.153139;1;6;0;511246;1;Mix Bonding;OFDM;37;3;CM2
B0:39:EE:9D:CE:87;08-04-2020 08:48;11.130.1.220;W-Online;N/A;1.63;34.7;44.84;36.7;0;0.01;2;98;2121;0.151515;1;6;0;3578;0;Mix Bonding;OFDM;34;6;CM2
B0:39:EE:9D:EB:E5;08-04-2020 08:48;11.116.115.92;W-Online;100;0.52;44.3;45.92;45.1;0;0;214;5687;1117;0;1;6;0;4789272;0;24 bonding;OFDM;33;8;CM2
D8:D7:75:76:B6:ED;08-04-2020 08:48;11.130.1.41;W-Online;100;5.72;39.5;46.87;45.1;0;0;0;0;0;0;3;6;0;1718924;0;32 bonding;OFDM;35;12;CM2
B0:39:EE:9D:E2:BC;08-04-2020 08:48;11.130.2.27;W-Online;100;3.92;42.3;44.56;26.9;0;0.01;3;41;82;0;1;6;0;3241427;0;32 bonding;OFDM;36;19;CM2
B0:39:EE:9D:F7:BE;08-04-2020 08:48;11.130.0.152;W-Online;100;0.81;36.8;45.1;27.8;0;0.01;1;23;1025;0;3;6;0;13465930;3;24 bonding;OFDM;38;5;CM2
B0:39:EE:9D:E3:E2;08-04-2020 08:48;11.130.1.88;W-Online;100;1.93;43.8;44.33;40.3;0;0;2;21;186;0;0;6;0;309221;0;32 bonding;OFDM;35;11;CM2
B0:39:EE:9E:0B:BD;08-04-2020 08:48;11.130.1.40;W-Online;100;8.53;39;46.87;40;0;0;1;0;68;0;1;6;0;10864508;1;24 bonding;OFDM;39;6;CM2
B0:39:EE:9E:09:82;08-04-2020 08:48;11.130.1.158;W-Online;N/A;0.95;44.8;45.31;45.1;0;0;0;7;391;0;4;7;0;5112;0;24 bonding;OFDM;32;9;CM2
D8:D7:75:77:1B:90;08-04-2020 08:48;11.130.2.98;W-Online;100;6.18;44.5;45.82;45.1;0;0;1;0;0;0;1;5;0;3357241;0;32 bonding;OFDM;36;4;CM2
B0:39:EE:9E:1B:6F;08-04-2020 08:48;11.130.2.172;W-Online;100;0.28;47.3;45.87;38.6;0;0.01;1;11;75;0;1;6;0;11809139;6;24 bonding;OFDM;44;12;CM2
B0:39:EE:9E:1F:4D;08-04-2020 08:48;11.136.62.8;W-Online;100;6.46;44;46.29;45.1;0;0;1;2;0;0;1;7;0;8009922;0;24 bonding;OFDM;34;19;CM2
D8:D7:75:77:74:BE;08-04-2020 08:48;11.130.1.51;W-Online;100;0.66;44.8;45.79;45.1;0;0;0;0;0;0;1;6;0;9762384;0;24 bonding;OFDM;34;11;CM2
D8:D7:75:77:28:C1;08-04-2020 08:48;11.116.115.30;W-Online;100;6.46;44.3;45.27;45.1;0;0;0;3;0;0;0;6;0;2242511;0;32 bonding;OFDM;36;2;CM2
B0:39:EE:9E:33:19;08-04-2020 08:48;11.130.0.198;W-Online;100;4.75;44.5;45.87;39.7;0;0.01;1;1;5;0;0;6;0;11543132;6;24 bonding;OFDM;43;3;CM2
D8:D7:75:77:2E:D3;08-04-2020 08:48;11.130.8.151;W-Online;100;6.03;44.8;45.45;45.1;0;0;1;4;0;0;1;5;0;1812607;0;32 bonding;OFDM;35;6;CM2
B0:39:EE:9E:51:34;08-04-2020 08:48;11.130.1.114;W-Online;100;6.28;35.5;43.78;39.7;0;0;2;4;57;0;1;7;0;2229258;0;24 bonding;OFDM;33;2;CM2
B0:39:EE:9E:59:CB;08-04-2020 08:48;11.130.1.9;W-Online;100;0.48;44;44.68;38.8;0;0.01;1;0;23;0;1;6;0;13962470;5;24 bonding;OFDM;44;6;CM2
D8:D7:75:77:B4:35;08-04-2020 08:48;11.130.2.179;W-Online;100;-0.63;46;45.48;45.1;0;0;0;62;417;0;1;6;0;1463020;0;24 bonding;OFDM;32;4;CM2
D8:D7:75:77:85:F1;08-04-2020 08:48;11.130.2.178;W-Online;100;6.1;44.3;46.39;37.5;0;0.01;1;2;56;0;0;6;0;398869;0;24 bonding;OFDM;32;9;CM2
B0:39:EE:9E:5C:39;08-04-2020 08:48;11.130.0.254;W-Online;100;7.65;43.5;46.54;45.1;0;0;1;0;0;0;0;6;0;10863963;0;24 bonding;OFDM;33;8;CM2
B0:39:EE:9E:31:B4;08-04-2020 08:48;11.116.115.66;W-Online;100;9.05;32.8;44.75;39.7;0;0;1;31;295;0;0;6;0;1949339;0;32 bonding;OFDM;36;8;CM2
D8:D7:75:78:02:5B;08-04-2020 08:48;11.136.62.27;W-Online;100;6.48;44.3;45.86;45.1;0;0;0;6;0;0;1;6;0;4665138;0;24 bonding;OFDM;34;3;CM2
D8:D7:75:77:B3:CC;08-04-2020 08:48;11.130.2.59;W-Online;100;2.03;46.3;42.88;42.7;0;0.01;0;0;5;0;2;7;0;3186802;1;32 bonding;OFDM;42;7;CM2
B0:39:EE:9E:5C:CC;08-04-2020 08:48;11.130.2.80;W-Online;100;-4.22;47.3;44.87;39.1;0;0.01;1;4;19;0;0;6;0;404826;0;24 bonding;OFDM;32;2;CM2
B0:39:EE:9E:50:31;08-04-2020 08:48;11.130.0.27;W-Online;100;1.24;43.3;44.22;28.6;0;0.01;1;4;170;0;1;6;0;427671;0;32 bonding;OFDM;35;9;CM2
D8:D7:75:78:15:EF;08-04-2020 08:48;11.130.0.213;W-Online;100;6.84;40.8;45.03;41.6;0;0;1;5;50;0;1;7;0;19205625;2;24 bonding;OFDM;36;12;CM2
D8:D7:75:78:18:42;08-04-2020 08:48;11.130.9.22;W-Online;100;3.13;41.3;43.87;41.1;0;0;3;57;14;0;10;9;0;5226963;5;24 bonding;OFDM;34;8;CM2
D8:D7:75:78:01:97;08-04-2020 08:48;11.130.2.66;W-Online;100;3.05;44.3;46.15;45.1;0;0;0;11;1;0;0;6;0;313523;0;32 bonding;OFDM;35;4;CM2
D8:D7:75:78:19:8B;08-04-2020 08:48;11.130.2.1;W-Online;100;8.85;40.8;46.03;39.7;0;0;1;9;194;0;1;7;0;6121673;0;24 bonding;OFDM;38;17;CM2
B0:39:EE:9E:7F:EF;08-04-2020 08:48;11.130.7.2;W-Online;95;-6.58;54.3;44.39;39.7;0;0.01;1;1;11;0;1;7;0;1681536;0;24 bonding;OFDM;32;5;CM2
B0:39:EE:9E:88:4D;08-04-2020 08:48;11.130.8.244;P-Online;70;-3.43;42.8;43.8;0;0;0;4;77;96;0;2;7;0;3058216;0;24 bonding;OFDM;33;4;CM2
B0:39:EE:9E:7B:31;08-04-2020 08:48;11.130.0.73;W-Online;100;6.43;39.8;46.97;40.3;0;0;1;0;74;0;1;6;0;1581857;0;24 bonding;OFDM;32;6;CM2
D8:D7:75:78:1B:2F;08-04-2020 08:48;11.130.9.32;W-Online;100;-2.75;44.5;44.16;37.1;0;0;5;41;510;0;1;6;0;3058189;0;24 bonding;OFDM;33;7;CM2
B0:39:EE:BB:BF:67;08-04-2020 08:48;11.130.3.52;W-Online;100;1.7;43.5;47.33;45.1;0;0;0;0;0;0;0;6;0;7322158;0;24 bonding;OFDM;33;2;CM2
B0:39:EE:9E:61:17;08-04-2020 08:48;11.130.1.169;W-Online;100;5.73;43.8;44.74;26.2;0;0.01;1;17;29;0;1;6;0;663608;0;32 bonding;OFDM;36;3;CM2
D8:D7:75:78:3B:CE;08-04-2020 08:48;11.130.0.19;W-Online;100;4.04;50.8;47.17;41.1;0;0;1;5;166;0;1;6;0;6334644;1;24 bonding;OFDM;39;18;CM2
B0:39:EE:9E:79:6D;08-04-2020 08:48;11.130.2.158;P-Online;95;2.92;52.8;44.98;40;0;0.01;1;1;4;0;1;6;0;1072019;0;32 bonding;OFDM;35;8;CM2
B0:39:EE:BB:5D:DB;08-04-2020 08:48;11.130.3.2;W-Online;100;1.24;39.3;44.76;27.5;0;0.01;1;54;2396;0;3;7;0;13465981;3;24 bonding;OFDM;38;9;CM2
D8:D7:75:78:1B:6B;08-04-2020 08:48;11.116.115.204;W-Online;100;8.17;40.8;45.26;42.1;0;0;3;19;3;0;1;6;0;2072094;0;32 bonding;OFDM;36;12;CM2
B0:39:EE:9E:78:7F;08-04-2020 08:48;11.130.0.154;W-Online;100;1.3;38.7;45.08;42.5;0;0;3;23;3059;0;1;5;0;1406504;0;Mix Bonding;OFDM;36;11;CM2
B0:39:EE:BB:7E:11;08-04-2020 08:48;11.130.3.20;W-Online;100;5.88;35.3;45.74;26.9;0;0.01;0;0;2;0;1;6;0;1030765;0;24 bonding;OFDM;33;3;CM2
D8:D7:75:78:7B:29;08-04-2020 08:48;11.130.1.13;W-Online;100;2.37;43.8;44.07;40.3;0;0;3;7;249;0;0;6;0;145328;0;24 bonding;OFDM;32;18;CM2
D8:D7:75:78:80:C4;08-04-2020 08:48;11.130.2.126;W-Online;95;-6.49;50.5;44.89;45.1;0;0.01;2;2;2;0;2;7;0;4403715;0;24 bonding;OFDM;33;12;CM2
D8:D7:75:78:7E:B0;08-04-2020 08:48;11.130.2.180;W-Online;100;6.79;38;46.6;40.3;0;0;1;4;92;0;1;7;0;1303366;0;24 bonding;OFDM;32;12;CM2
B0:39:EE:BB:4B:5C;08-04-2020 08:48;11.130.7.52;W-Online;100;0.9;42.3;44.75;40.7;0;0.04;0;0;31320;0;1;6;0;499040;0;32 bonding;OFDM;36;7;CM2
B0:39:EE:BB:4D:34;08-04-2020 08:48;11.130.7.136;P-Online;95;-4.22;57;43.84;39.4;0;0;2;34;273;0;3;7;0;1071443;0;32 bonding;OFDM;36;14;CM2
D8:D7:75:78:72:62;08-04-2020 08:48;11.130.9.56;P-Online;100;-1.42;48.8;44.03;35.6;0;0;1;26;110;0;1;6;0;1597178;0;32 bonding;OFDM;35;5;CM2
B0:39:EE:BB:DE:58;08-04-2020 08:48;11.130.7.124;W-Online;100;-1.36;46;44.79;38.8;0;0.01;1;147;345;0;0;6;0;3183653;0;24 bonding;OFDM;33;7;CM2
D8:D7:75:EC:FB:ED;08-04-2020 08:48;11.130.2.212;W-Online;100;-2;46.3;44.22;39.3;0;0.01;1;192;501;0;1;7;0;9842704;7;24 bonding;OFDM;40;19;CM2
B0:63:91:20:05:BE;08-04-2020 08:48;11.130.6.179;W-Online;100;1.32;46.2;43.58;45.1;0;0;2;205;19823;0;0;6;0;6192367;0;24ch;QAM;64;7;CM2
B0:39:EE:BB:9B:11;08-04-2020 08:48;11.116.115.162;W-Online;100;3.14;38.5;47.26;41;0;0;3;7;123;0;0;6;0;3249556;2;Mix Bonding;OFDM;38;18;CM2
B0:39:EE:BB:CC:B5;08-04-2020 08:48;11.130.1.113;W-Online;100;5.23;41.3;45.3;39.7;0;0.04;4;1;2704;0;1;6;0;2298762;0;32 bonding;OFDM;36;10;CM2
B0:39:EE:BB:95:9C;08-04-2020 08:48;11.130.6.122;W-Online;100;1.4;40.2;44.85;37.7;0;0.04;0;0;1471;0;1;6;0;1685231;0;Mix Bonding;OFDM;37;5;CM2
B0:39:EE:BB:D7:2E;08-04-2020 08:48;11.116.115.213;W-Online;100;3.74;41.5;44.27;27.7;0;0.01;1;26;127;0;8;6;0;413423;0;32 bonding;OFDM;35;6;CM2
B0:63:91:20:9B:7C;08-04-2020 08:48;11.130.8.149;W-Online;100;7.39;43.2;44.18;42.1;0;0;6;107;4;0;0;6;0;11509012;0;24ch;QAM;64;5;CM2
B0:63:91:20:9B:76;08-04-2020 08:48;11.130.8.228;W-Online;100;5.23;41.7;45.97;45.1;0;0;2;301;68;0;0;6;0;513090;0;24ch;QAM;65;11;CM2
E0:46:9B:1E:D6:D8;08-04-2020 08:48;11.116.115.41;W-Online;100;-3.7;39;43.78;30.5;0;0.01;1;647;38;0;1;6;0;10104615;0;24ch;QAM;58;5;CM2
E0:46:9B:1E:DC:28;08-04-2020 08:48;11.130.8.119;W-Online;100;4.2;42.9;44.55;39.1;0;0.01;1;101;47;0;0;6;0;12335462;21;24ch;QAM;58;4;CM2
D8:D7:75:EC:E6:CB;08-04-2020 08:48;11.130.3.19;W-Online;100;6.57;37;45.47;45.1;0;0;1;0;0;0;3;6;0;3016511;2;32 bonding;OFDM;36;12;CM2
B0:63:91:F8:D4:B8;08-04-2020 08:48;11.130.9.45;W-Online;100;4.72;41.7;44.68;41.1;0;0;3;98;35;0;1;7;0;70355;0;24ch;QAM;64;13;CM2
B0:39:EE:BB:DC:7C;08-04-2020 08:48;11.130.1.12;W-Online;100;4.68;39.3;45.17;27.2;0;0.01;1;24;82;0;1;6;0;2074268;0;32 bonding;OFDM;36;8;CM2
B0:63:91:F8:DB:D8;08-04-2020 08:48;11.130.8.117;W-Online;100;3.42;37.5;46.09;26.9;0;0.01;0;173;9;0;2;7;0;4468691;0;24ch;QAM;64;9;CM2
B0:63:91:F8:FF:D0;08-04-2020 08:48;11.130.7.211;W-Online;N/A;3.28;45.5;46.41;40.3;0;0.04;0;3370;3729;0;0;6;0;2811;0;24ch;QAM;64;3;CM2
E0:46:9B:1E:E2:F8;08-04-2020 08:48;11.130.7.7;W-Online;100;5.74;36.5;43.71;40;0;0;2;70;26;0;0;6;0;1728530;0;24ch;QAM;58;4;CM2
B0:63:91:FB:24:E8;08-04-2020 08:48;11.116.115.123;W-Online;100;4.37;37.7;45.42;37.3;0;0.01;3;10340;173;0;0;7;0;3328251;29;24ch;QAM;64;8;CM2
B0:63:91:FB:49:D0;08-04-2020 08:48;11.130.1.56;W-Online;100;4.76;46.2;46.44;44.1;0;0.01;2;121;970;0;2;7;0;6120628;1;24ch;QAM;64;4;CM2
B0:39:EE:BB:D4:09;08-04-2020 08:48;11.130.1.87;W-Online;100;6.27;34;45.15;42;0;0;2;321;38606;0;1;6;0;411825;0;Mix Bonding;OFDM;37;9;CM2
E0:46:9B:1F:68:10;08-04-2020 08:48;11.130.6.174;W-Online;100;3.26;36.7;44.75;40;0;0.04;0;4366;8801;0;0;6;0;5181590;0;24ch;QAM;57;4;CM2
E0:46:9B:1F:98:48;08-04-2020 08:48;11.130.8.14;W-Online;100;-3.59;46.7;44.14;38.8;0;0.01;1;84;7;0;1;6;0;6215886;5;24ch;QAM;58;4;CM2
E0:46:9B:1F:D3:00;08-04-2020 08:48;11.130.8.213;W-Online;100;6.46;41.7;44.55;39.1;0;0.01;1;40;2;0;2;7;0;4574189;0;24ch;QAM;58;5;CM2
B0:63:91:FB:6B:28;08-04-2020 08:48;11.130.1.164;W-Online;100;3.71;44.7;46.74;45.1;0;0.01;1;65;681;0;2;6;0;662916;0;24ch;QAM;65;12;CM2
B0:63:91:FB:06:88;08-04-2020 08:48;11.130.0.112;W-Online;100;-1.21;46.4;44.74;39.4;0;0;3;65;11193;0;0;6;0;1202726;0;24ch;QAM;64;12;CM2
B0:39:EE:BB:E2:87;08-04-2020 08:48;11.130.1.134;W-Online;100;-1.68;43;43.97;40;0;0;1;43;68;0;6;8;0;3058198;0;32 bonding;OFDM;36;4;CM2
E0:46:9B:1F:FB:20;08-04-2020 08:48;11.130.8.137;W-Online;100;3.54;45.2;45.38;40;0;0.01;1;58;3;0;0;6;0;13745810;12;24ch;QAM;58;5;CM2
B0:63:91:FB:25:68;08-04-2020 08:48;11.130.7.89;W-Online;100;4.84;49.2;48.06;41.1;0;0;1;51;230;0;10;8;0;6120626;0;24ch;QAM;65;9;CM2
B0:63:91:FC:5C:D8;08-04-2020 08:48;11.130.1.114;P-Online;100;5.93;40.9;46.52;45.1;0;0;3;114956;7427;0;1;6;0;8953079;0;24ch;QAM;64;9;CM2
E0:46:9B:9B:3B:B8;08-04-2020 08:48;11.130.8.69;W-Online;100;6.09;39;45.54;40.3;0;0;1;72;1;0;1;6;0;1377635;0;24ch;QAM;57;3;CM2
B0:63:91:FC:B2:78;08-04-2020 08:48;11.116.115.14;W-Online;100;3.29;42.5;45.13;39.1;0;0.04;1;713;5385;0;2;7;0;10990812;0;24ch;QAM;64;7;CM2
D8:D7:75:ED:08:BB;08-04-2020 08:48;11.130.0.50;W-Online;100;4.18;40.8;45.33;45.1;0;0;0;16;181;0;0;6;0;3826321;0;32 bonding;OFDM;36;8;CM2
E0:46:9B:ED:FC:8C;08-04-2020 08:48;11.130.9.48;W-Online;100;-3.85;44.5;42.99;40.7;0;0;2;178;19;0;4;8;0;3058253;0;24ch;QAM;58;4;CM2
B0:63:91:FC:FC:F8;08-04-2020 08:48;11.130.7.29;W-Online;100;6.61;35.9;46.46;39.1;0;0;2;26;122;0;5;7;0;1788684;0;24ch;QAM;64;9;CM2
B0:63:91:FD:28:70;08-04-2020 08:48;11.116.115.119;W-Online;100;3.25;39.2;45.78;27.5;0;0.01;3;331;139;0;1;6;0;11335734;0;24ch;QAM;64;4;CM2
B0:63:91:FD:32:08;08-04-2020 08:48;11.130.0.167;W-Online;100;5.79;39.8;47.32;41.1;0;0;1;22;0;0;2;7;0;6120688;0;24ch;QAM;64;9;CM2
E0:46:9B:ED:FD:54;08-04-2020 08:48;11.130.1.125;W-Online;100;9.45;36;44.64;45.1;0;0.01;1;316;125;0;2;8;0;3146968;0;24ch;QAM;58;5;CM2
B0:63:91:FD:83:90;08-04-2020 08:48;11.136.62.42;W-Online;100;1.12;49.7;47.21;39.1;0;0.01;1;39;7;0;1;7;0;6120667;0;24ch;QAM;65;11;CM2
E0:91:F5:27:9B:FE;08-04-2020 08:48;11.130.9.47;W-Online;100;-1.2;42.7;42.31;40;0;0;2;163;66;0;1;7;0;556833;0;24ch;QAM;58;7;CM2
B0:63:91:FD:BE:40;08-04-2020 08:48;11.130.6.198;W-Online;100;1.87;42.9;46.66;45.1;0;0;1;124;1008;0;1;6;0;132758;1;24ch;QAM;64;7;CM2
B0:63:91:FD:D5:28;08-04-2020 08:48;11.130.0.85;W-Online;100;5.55;40.2;46.37;45.1;0;0;2;50;24;0;1;6;0;11422414;0;24ch;QAM;64;12;CM2
E0:91:F5:27:B7:2E;08-04-2020 08:48;11.130.8.18;W-Online;100;4.85;41.5;44.24;41.1;0;0;1;81;24;0;3;7;0;9330870;7;24ch;QAM;58;4;CM2
B0:63:91:FD:D6:B0;08-04-2020 08:49;11.130.2.16;W-Online;100;7.55;40.2;46.77;39.4;0;0.04;2;3222;12066;0;1;7;0;66572;0;24ch;QAM;64;16;CM2
B0:63:91:FD:DF:50;08-04-2020 08:49;11.130.8.126;W-Online;100;2.18;50.9;47.19;39.7;0;0;0;3;1298;0;1;6;0;2245235;0;24ch;QAM;64;3;CM2
E0:91:F5:27:DB:5E;08-04-2020 08:49;11.130.6.160;W-Online;75;7.78;0;43.32;0;0;0.04;0;4333;14225;0;1;7;0;664318;0;24ch;QAM;59;10;CM2
B0:63:91:FE:19:48;08-04-2020 08:49;11.130.8.227;W-Online;100;8.61;40.9;44.23;45.1;0;0;3;210;7;0;2;6;0;11334270;1;24ch;QAM;64;4;CM2
E0:91:F5:27:E3:0E;08-04-2020 08:49;11.130.2.58;W-Online;100;9.8;43.2;42.28;43.3;0;0;1;540;15;0;1;6;0;7222543;0;24ch;QAM;57;5;CM2
B0:63:91:FE:3B:B0;08-04-2020 08:49;11.130.1.174;W-Online;100;5.23;39.7;47.31;44.1;0;0.01;1;20;27;0;2;7;0;1245632;0;24ch;QAM;64;9;CM2
B0:63:91:FE:9C:58;08-04-2020 08:49;11.130.6.181;W-Online;N/A;0.98;46.7;46.32;45.1;0;0;2;233;877;0;1;6;0;4765;0;24ch;QAM;64;8;CM2
E0:91:F5:28:0B:76;08-04-2020 08:49;11.130.2.115;W-Online;100;0.51;37;32.5;34;0;0.01;0;2806;202;0;0;6;0;317343;0;24ch;QAM;59;8;CM2
E0:91:F5:90:25:FC;08-04-2020 08:49;11.116.115.86;W-Online;100;3.51;39.7;43.4;27;0;0.01;2;677;95;0;1;6;0;1279687;0;24ch;QAM;57;3;CM2
B0:63:91:FE:D8:28;08-04-2020 08:49;11.116.115.37;W-Online;100;3.29;39.5;46.42;0;0;0.01;3;287;2;0;1;6;0;11421029;0;24ch;QAM;64;8;CM2
E8:FC:BF:92:F0:E3;08-04-2020 08:49;11.116.115.157;W-Online;100;2.72;41.2;43.85;27.4;0;0.01;3;346;89;0;0;6;0;12220800;0;24ch;QAM;81;3;CM2
B0:63:91:FF:47:F8;08-04-2020 08:49;11.130.1.156;W-Online;100;3.99;44.4;46.02;42.7;0;0.01;1;11;191;0;3;9;0;6120658;0;24ch;QAM;64;14;CM2
B0:63:91:FF:86:B8;08-04-2020 08:49;11.116.115.93;W-Online;100;-1.46;47.7;44.23;40.7;0;0;2;36;17238;0;1;7;0;7478886;0;24ch;QAM;65;18;CM2
B0:63:91:FF:9D:10;08-04-2020 08:49;11.130.6.150;W-Online;100;5.34;43.5;45.93;40.7;0;0.04;2;1085;6637;0;0;6;0;5943754;0;24ch;QAM;65;12;CM2
B0:63:91:FF:B0:30;08-04-2020 08:49;11.130.7.115;W-Online;100;5.45;51;47.54;38.3;0;0;1;88;5537;0;1;6;0;6120817;0;24ch;QAM;64;7;CM2
B0:63:91:FF:ED:C8;08-04-2020 08:49;11.116.115.113;W-Online;100;5.28;35.7;45.41;27.3;0;0.01;2;318;3491;0;1;7;0;11335722;0;24ch;QAM;64;26;CM2
EC:BE:DD:B8:BC:31;08-04-2020 08:49;11.130.2.69;W-Online;100;3.1;37.5;44.92;40.3;0;0.04;0;9;9128;0;1;6;0;155705;0;32 bonding;OFDM;35;7;CM2
B0:8E:78:63:70:14;08-04-2020 08:49;11.130.0.193;W-Online;100;7.45;40.5;47.32;45.1;0;0;1;2;0;0;16;8;0;10864517;6;24 bonding;OFDM;37;3;CM2
B0:8E:78:63:70:DF;08-04-2020 08:49;11.130.1.224;W-Online;100;9.11;40.5;47.03;45.1;0;0;1;0;0;0;0;6;0;6815012;0;24 bonding;OFDM;33;6;CM2
EC:BE:DD:B8:DF:D2;08-04-2020 08:49;11.130.7.159;W-Online;100;1.17;41;44.07;36.1;0;0;1;28;675;0;0;6;0;2136231;0;32 bonding;OFDM;35;7;CM2
B0:8E:78:63:71:4F;08-04-2020 08:49;11.130.1.223;W-Online;100;10.5;39.8;47.3;45.1;0;0;1;0;0;0;0;5;0;10864256;5;24 bonding;OFDM;36;5;CM2
B0:8E:78:63:6E:93;08-04-2020 08:49;11.116.115.134;W-Online;100;3.27;40;44.4;27.5;0;0.01;2;19;764;0;4;7;0;412076;0;32 bonding;OFDM;35;7;CM2
EC:BE:DD:B8:D2:96;08-04-2020 08:49;11.130.1.141;W-Online;100;3.93;30.2;44.9;36.7;0;0.01;1;138;2218;0;0;6;0;890322;2;Mix Bonding;OFDM;37;8;CM2
EC:BE:DD:B8:C2:F2;08-04-2020 08:49;11.130.2.195;W-Online;100;6.12;32.5;45.32;43;0;0.01;2;3;1253;0;1;6;0;932711;0;Mix Bonding;OFDM;37;11;CM2
B0:8E:78:63:B3:D0;08-04-2020 08:49;11.130.8.11;W-Online;100;0.91;46.8;45.81;39.4;0;0.01;1;0;9;0;0;6;0;3269402;0;24 bonding;OFDM;33;15;CM2
B0:8E:78:63:9F:E7;08-04-2020 08:49;11.130.2.223;W-Online;100;2.75;45.3;46.33;45.1;0;0.01;1;9;212;0;2;7;0;156119;0;24 bonding;OFDM;32;18;CM2
EC:BE:DD:B9:01:7B;08-04-2020 08:49;11.116.115.207;P-Online;100;3.6;46.8;43.87;40;0;0;0;8;2;0;2;8;0;667499;0;32 bonding;OFDM;35;7;CM2
B0:8E:78:63:71:9C;08-04-2020 08:49;11.130.8.64;W-Online;100;3.84;43.3;45.49;43.6;0;0.01;1;3;11;0;1;6;0;7711;0;32 bonding;OFDM;33;2;CM2
B0:8E:78:64:06:B9;08-04-2020 08:49;11.116.115.199;W-Online;100;2.68;45.8;46.35;39.1;0;0.01;1;12;44;0;1;6;0;3877306;0;24 bonding;OFDM;33;9;CM2
EC:BE:DD:B9:13:F7;08-04-2020 08:49;11.130.3.17;W-Online;100;5.52;38.8;44.72;40.3;0;0.04;0;14;5704;0;0;6;0;4176850;0;32 bonding;OFDM;36;5;CM2
EC:BE:DD:B9:3E:4B;08-04-2020 08:49;11.130.1.94;W-Online;100;4.73;36.8;47.27;45.1;0;0;1;9;0;0;3;6;0;645670;0;32 bonding;OFDM;35;4;CM2
B0:8E:78:64:5F:F0;08-04-2020 08:49;11.130.0.98;W-Online;100;2.15;45.5;45.12;42.7;0;0;3;5;6;0;1;6;0;659111;0;24 bonding;OFDM;34;13;CM2
